CONCISE NET LIST - 1  
SMC_TH_FAN_IN_MONITOR_3.3V R5               2        RES-636-151-00,DTG
SMC_TH_FAN_IN_MONITOR_3.3V R9               2        RES-629-000-00,DTG
SMC_TH_FAN_IN_MONITOR_3.3V TP6              1        TESTPOINT-359-537-00,DTG
TDO                      GA1              107      SMC_FPGA-734-220-50,DTG
TDO                      J1               3        CONN2X5-359-591-10,DTG
TDO                      TP10             1        TESTPOINT-359-537-00,DTG
TH_LONBUS_CONTROL        GA1              99       SMC_FPGA-734-220-50,DTG
TH_LONBUS_CONTROL        TP49             1        TESTPOINT-359-537-00,DTG
TH_LONBUS_DATA_IN        GA1              101      SMC_FPGA-734-220-50,DTG
TH_LONBUS_DATA_IN        TP48             1        TESTPOINT-359-537-00,DTG
TH_LONBUS_DATA_OUT       GA1              98       SMC_FPGA-734-220-50,DTG
TH_LONBUS_DATA_OUT       TP50             1        TESTPOINT-359-537-00,DTG
UNNAMED_4_8RES_I102_A    RN6              3        8RES-636-413-04,DTG
UNNAMED_4_8RES_I102_A    U3               44       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I102_A_1  RN6              1        8RES-636-413-04,DTG
UNNAMED_4_8RES_I102_A_1  U3               47       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I102_A_2  RN6              2        8RES-636-413-04,DTG
UNNAMED_4_8RES_I102_A_2  U3               46       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I102_A_3  RN6              4        8RES-636-413-04,DTG
UNNAMED_4_8RES_I102_A_3  U3               43       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I102_A_4  RN6              5        8RES-636-413-04,DTG
UNNAMED_4_8RES_I102_A_4  U3               41       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I102_A_5  RN6              6        8RES-636-413-04,DTG
UNNAMED_4_8RES_I102_A_5  U3               40       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I102_A_6  RN6              7        8RES-636-413-04,DTG
